,StopAreaCode,Name_lang_en,AdministrativeAreaRef,StopAreaType,GridType,Easting,Northing,Longitude,Latitude,ParentStopAreaRef,county
4633,826GA00030,Leixlip Confey Train Station,826,GPBS,ITM,700766.0,737058.0,-6.485662134,53.37408785,826GIR0062,Kildare County
4634,826GA00031,Leixlip Confey Train Station,826,GPBS,ITM,700771.0,737059.0,-6.485586702999999,53.37409588,826GIR0062,Kildare County
4635,826GA00032,Leixlip Confey Train Station,826,GPBS,ITM,700781.0,737051.0,-6.485439027999999,53.37402211,826GIR0062,Kildare County
4636,826GA00033,Leixlip Confey Train Station,826,GPBS,ITM,700777.0,737069.0,-6.48549338,53.37418458,826GIR0062,Kildare County
4637,826GA00034,Leixlip Confey Train Station,826,GPBS,ITM,700780.0,737064.0,-6.485449906,53.37413909,826GIR0062,Kildare County
4638,826GA00035,Leixlip Confey Train Station,826,GPBS,ITM,700782.0,737073.0,-6.485416992,53.37421956,826GIR0062,Kildare County
4639,826GIR0063,Hazelhatch and Celbridge Train Station,826,GRLS,ITM,698328.0,731255.0,-6.524089562,53.32241315,,Kildare County
4640,826GA00045,Hazelhatch and Celbridge Train Station,826,GPBS,ITM,698328.0,731255.0,-6.524089562,53.32241315,826GIR0063,Kildare County
4641,826GA00046,Hazelhatch and Celbridge Train Station,826,GPBS,ITM,698329.0,731260.0,-6.524073007,53.32245788,826GIR0063,Kildare County
4642,826GA00047,Hazelhatch and Celbridge Train Station,826,GPBS,ITM,698344.0,731218.0,-6.5238609620000005,53.32207777,826GIR0063,South Dublin
4643,826GA00048,Hazelhatch and Celbridge Train Station,826,GPBS,ITM,698337.0,731224.0,-6.523964133,53.32213297,826GIR0063,South Dublin
4644,826GA00049,Hazelhatch and Celbridge Train Station,826,GPBS,ITM,698378.0,731276.0,-6.523332817000001,53.32259253,826GIR0063,Kildare County
4645,826GA00050,Hazelhatch and Celbridge Train Station,826,GPBS,ITM,698377.0,731281.0,-6.52334627,53.32263763,826GIR0063,Kildare County
4646,826GA00051,Hazelhatch and Celbridge Train Station,826,GPBS,ITM,698367.0,731284.0,-6.5234953870000005,53.32266644,826GIR0063,Kildare County
4647,826GA00060,Hazelhatch and Celbridge Train Station,826,GPBS,ITM,698341.0,731221.0,-6.523905045,53.32210528,826GIR0063,South Dublin
4711,827G000085,Outside Train Station,827,GPBS,ITM,651144.0,656186.0,-7.244095121,52.65445159,827GIR0064,Kilkenny County
4770,827GIR0064,Kilkenny (MacDonagh) Train Station,827,GRLS,ITM,651183.0,656197.0,-7.2435170520000005,52.65454678,,Kilkenny County
4771,827GA00004,Kilkenny (MacDonagh) Train Station,827,GPBS,ITM,651139.0,656176.0,-7.244170563,52.65436219,827GIR0064,Kilkenny County
4772,827GA00005,Kilkenny (MacDonagh) Train Station,827,GPBS,ITM,651181.0,656197.0,-7.243546609,52.65454696,827GIR0064,Kilkenny County
4773,827GA00006,Kilkenny (MacDonagh) Train Station,827,GPBS,ITM,651186.0,656187.0,-7.243474267000001,52.65445662,827GIR0064,Kilkenny County
4774,827GA00007,Kilkenny (MacDonagh) Train Station,827,GPBS,ITM,651191.0,656176.0,-7.243402081,52.65435729,827GIR0064,Kilkenny County
4775,827GA00008,Kilkenny (MacDonagh) Train Station,827,GPBS,ITM,651193.0,656188.0,-7.243370662999999,52.65446495,827GIR0064,Kilkenny County
4776,827GIR0065,Thomastown Train Station,827,GRLS,ITM,657756.0,641661.0,-7.1489140970000005,52.52325063,,Kilkenny County
4777,827GA00001,Thomastown Train Station,827,GPBS,ITM,657739.0,641642.0,-7.149167877000001,52.52308168,827GIR0065,Kilkenny County
4778,827GA00002,Thomastown Train Station,827,GPBS,ITM,657756.0,641661.0,-7.1489140970000005,52.52325063,827GIR0065,Kilkenny County
4779,827GA00003,Thomastown Train Station,827,GPBS,ITM,657749.0,641644.0,-7.149020189,52.52309859,827GIR0065,Kilkenny County
4826,828G000049,Portarlington Train Station Car Park,828,GPBS,ITM,654744.0,710964.0,-7.181670652999999,53.14637358,,Laois County
4872,828G000105,Outside Train Station,828,GPBS,ITM,646875.0,698654.0,-7.301083143,53.03649815,828GIR0068,Laois County
4949,828GIR0066,Ballybrophy Train Station,828,GRLS,ITM,626711.0,683316.0,-7.602987079,52.90003763,,Laois County
4950,828GA00012,Ballybrophy Train Station,828,GPBS,ITM,626708.0,683330.0,-7.6030305170000005,52.90016361,828GIR0066,Laois County
4951,828GA00013,Ballybrophy Train Station,828,GPBS,ITM,626695.0,683306.0,-7.603225706,52.89994855,828GIR0066,Laois County
4952,828GA00014,Ballybrophy Train Station,828,GPBS,ITM,626714.0,683318.0,-7.602942326,52.90005546,828GIR0066,Laois County
4953,828GA00015,Ballybrophy Train Station,828,GPBS,ITM,626761.0,683353.0,-7.602240889,52.90036768,828GIR0066,Laois County
4954,828GA00016,Ballybrophy Train Station,828,GPBS,ITM,626767.0,683344.0,-7.602152452,52.9002865,828GIR0066,Laois County
4955,828GA00017,Ballybrophy Train Station,828,GPBS,ITM,626769.0,683357.0,-7.6021216560000004,52.90040323,828GIR0066,Laois County
4956,828GA00018,Ballybrophy Train Station,828,GPBS,ITM,626776.0,683347.0,-7.602018437999999,52.90031301,828GIR0066,Laois County
4957,828GA00019,Ballybrophy Train Station,828,GPBS,ITM,626729.0,683331.0,-7.602718314,52.90017155,828GIR0066,Laois County
4958,828GIR0067,Portarlington Train Station,828,GRLS,ITM,654751.0,710943.0,-7.181569614,53.14618415,,Laois County
4959,828GA00001,Portarlington Train Station,828,GPBS,ITM,654747.0,710944.0,-7.18162923,53.14619355,828GIR0067,Laois County
4960,828GA00002,Portarlington Train Station,828,GPBS,ITM,654751.0,710944.0,-7.181569444,53.14619314,828GIR0067,Laois County
4961,828GA00003,Portarlington Train Station,828,GPBS,ITM,654790.0,710926.0,-7.180989605,53.14602738,828GIR0067,Laois County
4962,828GA00004,Portarlington Train Station,828,GPBS,ITM,654788.0,710933.0,-7.181018301,53.14609049,828GIR0067,Laois County
4963,828GA00005,Portarlington Train Station,828,GPBS,ITM,654790.0,710920.0,-7.180990631,53.14597346,828GIR0067,Laois County
4964,828GIR0068,Portlaoise Train Station,828,GRLS,ITM,646850.0,698717.0,-7.301446717999999,53.0370665,,Laois County
4965,828GA00006,Portlaoise Train Station,828,GPBS,ITM,646846.0,698708.0,-7.301507662000001,53.03698597,828GIR0068,Laois County
4966,828GA00007,Portlaoise Train Station,828,GPBS,ITM,646859.0,698686.0,-7.301317039,53.03678713,828GIR0068,Laois County
4967,828GA00008,Portlaoise Train Station,828,GPBS,ITM,646851.0,698718.0,-7.301431663,53.0370754,828GIR0068,Laois County
4968,828GA00009,Portlaoise Train Station,828,GPBS,ITM,646860.0,698698.0,-7.301300386,53.03689488,828GIR0068,Laois County
4969,828GA00010,Portlaoise Train Station,828,GPBS,ITM,646858.0,698691.0,-7.301331221,53.03683215,828GIR0068,Laois County
4970,828GA00011,Portlaoise Train Station,828,GPBS,ITM,646855.0,698699.0,-7.301374787,53.036904299999996,828GIR0068,Laois County
4994,829G000025,Outside Train Station,829,GPBS,ITM,613468.0,774991.0,-7.795927673,53.72440847,829GIR0072,Longford County
5033,829GIR0072,Longford Train Station,829,GRLS,ITM,613458.0,774979.0,-7.796079718,53.72430089,,Longford County
5034,829GA00006,Longford Train Station,829,GPBS,ITM,613455.0,774989.0,-7.79612474,53.72439083,829GIR0072,Longford County
5035,829GA00007,Longford Train Station,829,GPBS,ITM,613458.0,774980.0,-7.796079674,53.72430988,829GIR0072,Longford County
5036,829GA00008,Longford Train Station,829,GPBS,ITM,613468.0,774971.0,-7.795928544,53.72422874,829GIR0072,Longford County
5037,829GA00009,Longford Train Station,829,GPBS,ITM,613473.0,774975.0,-7.795852608,53.72426456,829GIR0072,Longford County
5038,829GA00010,Longford Train Station,829,GPBS,ITM,613476.0,774969.0,-7.7958074129999995,53.72421056,829GIR0072,Longford County
5039,829GIR0073,Edgeworthstown Train Station,829,GRLS,ITM,626223.0,771090.0,-7.602992976,53.68886847,,Longford County
5040,829GA00001,Edgeworthstown Train Station,829,GPBS,ITM,626221.0,771097.0,-7.603022663,53.68893147,829GIR0073,Longford County
5041,829GA00002,Edgeworthstown Train Station,829,GPBS,ITM,626222.0,771091.0,-7.603008031,53.688877500000004,829GIR0073,Longford County
5042,829GA00003,Edgeworthstown Train Station,829,GPBS,ITM,626194.0,771094.0,-7.6034316760000005,53.68890587,829GIR0073,Longford County
5043,829GA00004,Edgeworthstown Train Station,829,GPBS,ITM,626187.0,771079.0,-7.603538918,53.68877143,829GIR0073,Longford County
5044,829GA00005,Edgeworthstown Train Station,829,GPBS,ITM,626209.0,771092.0,-7.603204757,53.68888714,829GIR0073,Longford County
5074,830G000039,Dundalk Train Station,830,GPBS,ITM,704095.0,806927.0,-6.412210321,54.00107671,,Louth County
5075,830G000040,Drogheda Train Station,830,GPBS,ITM,709855.0,774859.0,-6.335862069,53.71183877,,Louth County
5178,830G000154,Outside Train Station,830,GPBS,ITM,704040.0,806814.0,-6.4130875110000005,54.00007277,830GIR0075,Louth County
5194,830GIR0074,Drogheda Train Station,830,GRLS,ITM,709853.0,774869.0,-6.335888806,53.71192901,,Louth County
5195,830GA00001,Drogheda Train Station,830,GPBS,ITM,709853.0,774862.0,-6.335891287999999,53.71186613,830GIR0074,Louth County
5196,830GA00002,Drogheda Train Station,830,GPBS,ITM,709851.0,774870.0,-6.335918734,53.71193842,830GIR0074,Louth County
5197,830GA00003,Drogheda Train Station,830,GPBS,ITM,709899.0,774852.0,-6.3351983270000005,53.71176663,830GIR0074,Louth County
5198,830GA00004,Drogheda Train Station,830,GPBS,ITM,709872.0,774878.0,-6.335597926,53.71200586,830GIR0074,Louth County
5199,830GA00005,Drogheda Train Station,830,GPBS,ITM,709894.0,774868.0,-6.335268359,53.71191139999999,830GIR0074,Louth County
5200,830GA00006,Drogheda Train Station,830,GPBS,ITM,709881.0,774889.0,-6.33545775,53.71210277,830GIR0074,Louth County
5201,830GIR0075,Dundalk Train Station,830,GRLS,ITM,704062.0,806929.0,-6.412712782000001,54.00110133,,Louth County
5202,830GA00007,Dundalk Train Station,830,GPBS,ITM,704079.0,806930.0,-6.412453244,54.00110689,830GIR0075,Louth County
5203,830GA00008,Dundalk Train Station,830,GPBS,ITM,704065.0,806930.0,-6.4126667,54.00110970000001,830GIR0075,Louth County
5204,830GA00009,Dundalk Train Station,830,GPBS,ITM,704055.0,806984.0,-6.412800711,54.00159677,830GIR0075,Louth County
5205,830GA00010,Dundalk Train Station,830,GPBS,ITM,704043.0,806971.0,-6.4129881179999995,54.00148242,830GIR0075,Louth County
5206,830GA00011,Dundalk Train Station,830,GPBS,ITM,704050.0,806912.0,-6.412901553999999,54.00095104,830GIR0075,Louth County
5230,831G000026,Enfield Train Station,831,GPBS,ITM,677473.0,741250.0,-6.834595589,53.41567986,,Meath County
5384,831G000213,Bus Stop at Train Station,831,GPBS,ITM,716241.0,771302.0,-6.240505827000001,53.67850691,831GIR0086,Meath County
5396,831GIR0019,Gormanston Train Station,831,GRLS,ITM,717927.0,766729.0,-6.216733994,53.63705425,,Meath County
5397,831GA00242,Gormanston Train Station,831,GPBS,ITM,717935.0,766733.0,-6.216611567999999,53.63708838,831GIR0019,Meath County
5398,831GA00243,Gormanston Train Station,831,GPBS,ITM,717926.0,766739.0,-6.216745317999999,53.637144299999996,831GIR0019,Meath County
5399,831GA00244,Gormanston Train Station,831,GPBS,ITM,717933.0,766757.0,-6.216632701,53.6373044,831GIR0019,Meath County
5400,831GA00245,Gormanston Train Station,831,GPBS,ITM,717923.0,766755.0,-6.216784597,53.63728869,831GIR0019,Meath County
5401,831GA00020,Gormanston Train Station,831,GPBS,ITM,717926.0,766737.0,-6.216746076000001,53.63712634,831GIR0019,Meath County
5402,831GIR0083,M3 Parkway Train Station,831,GRLS,ITM,701721.0,743807.0,-6.469140347000001,53.434535499999996,,Meath County
5403,831GA00009,M3 Parkway Train Station,831,GPBS,ITM,701709.0,743809.0,-6.469320226000001,53.43455579,831GIR0083,Meath County
5404,831GA00010,M3 Parkway Train Station,831,GPBS,ITM,701717.0,743831.0,-6.469192772,53.43475188,831GIR0083,Meath County
5405,831GA00011,M3 Parkway Train Station,831,GPBS,ITM,701742.0,743818.0,-6.468820877000001,53.43463027,831GIR0083,Meath County
5406,831GA00012,M3 Parkway Train Station,831,GPBS,ITM,701732.0,743811.0,-6.468973575,53.43456932,831GIR0083,Meath County
5407,831GA00013,M3 Parkway Train Station,831,GPBS,ITM,701734.0,743820.0,-6.468940581,53.43464978,831GIR0083,Meath County
5408,831GA00014,M3 Parkway Train Station,831,GPBS,ITM,701720.0,743806.0,-6.469155713999999,53.43452671,831GIR0083,Meath County
5409,831GIR0084,Dunboyne Train Station,831,GRLS,ITM,702064.0,741894.0,-6.4645998570000005,53.41728367,,Meath County
5410,831GA00015,Dunboyne Train Station,831,GPBS,ITM,702069.0,741894.0,-6.46452467,53.41728271,831GIR0084,Meath County
5411,831GA00016,Dunboyne Train Station,831,GPBS,ITM,702062.0,741894.0,-6.464629932999999,53.41728406,831GIR0084,Meath County
5412,831GA00017,Dunboyne Train Station,831,GPBS,ITM,702048.0,741895.0,-6.464840135,53.41729575,831GIR0084,Meath County
5413,831GA00018,Dunboyne Train Station,831,GPBS,ITM,702054.0,741895.0,-6.46474991,53.41729459,831GIR0084,Meath County
5414,831GA00019,Dunboyne Train Station,831,GPBS,ITM,702044.0,741894.0,-6.464900609,53.41728754,831GIR0084,Meath County
5415,831GIR0085,Enfield Train Station,831,GRLS,ITM,677447.0,741245.0,-6.834987839,53.41563875,831G000018,Meath County
5416,831GA00001,Enfield Train Station,831,GPBS,ITM,677461.0,741235.0,-6.834779745,53.41554684,831GIR0085,Meath County
5417,831GA00002,Enfield Train Station,831,GPBS,ITM,677537.0,741330.0,-6.833613403999999,53.41638926,831GIR0085,Meath County
5418,831GA00003,Enfield Train Station,831,GPBS,ITM,677565.0,741350.0,-6.833187377000001,53.41656484,831GIR0085,Meath County
5419,831GIR0086,Laytown Train Station,831,GRLS,ITM,716120.0,771365.0,-6.242312843,53.67909967,,Meath County
5420,831GA00004,Laytown Train Station,831,GPBS,ITM,716133.0,771345.0,-6.242123648,53.67891714,831GIR0086,Meath County
5421,831GA00005,Laytown Train Station,831,GPBS,ITM,716117.0,771366.0,-6.242357856,53.67910932,831GIR0086,Meath County
5422,831GA00006,Laytown Train Station,831,GPBS,ITM,716107.0,771380.0,-6.242503909,53.67923729,831GIR0086,Meath County
5423,831GA00007,Laytown Train Station,831,GPBS,ITM,716110.0,771384.0,-6.242457026,53.67927255,831GIR0086,Meath County
5424,831GA00008,Laytown Train Station,831,GPBS,ITM,716102.0,771375.0,-6.242581424,53.67919349,831GIR0086,Meath County
5457,832G000038,Tullamore Train Station Car Park,832,GPBS,ITM,633364.0,724589.0,-7.499823772999999,53.27058578,,Offaly County
5503,832G000088,Outside Train Station,832,GPBS,ITM,633391.0,724576.0,-7.4994203839999996,53.27046725,832GIR0087,Offaly County
5510,832GIR0087,Tullamore Train Station,832,GRLS,ITM,633354.0,724571.0,-7.499975569,53.27042465,,Offaly County
5511,832GA00001,Tullamore Train Station,832,GPBS,ITM,633359.0,724582.0,-7.499899461,53.27052319,832GIR0087,Offaly County
5512,832GA00002,Tullamore Train Station,832,GPBS,ITM,633353.0,724571.0,-7.499990559,53.27042471,832GIR0087,Offaly County
5513,832GA00003,Tullamore Train Station,832,GPBS,ITM,633318.0,724604.0,-7.500511781,53.27072347,832GIR0087,Offaly County
5514,832GA00004,Tullamore Train Station,832,GPBS,ITM,633324.0,724609.0,-7.500421312,53.27076803,832GIR0087,Offaly County
5515,832GA00005,Tullamore Train Station,832,GPBS,ITM,633315.0,724601.0,-7.500557067999999,53.27069670000001,832GIR0087,Offaly County
5516,832GIR0088,Clara Train Station,832,GRLS,ITM,625544.0,732247.0,-7.616437703,53.33984068,,Offaly County
5517,832GA00006,Clara Train Station,832,GPBS,ITM,625535.0,732247.0,-7.616572842,53.33984111,832GIR0088,Offaly County
5518,832GA00007,Clara Train Station,832,GPBS,ITM,625546.0,732257.0,-7.616406866,53.33993045,832GIR0088,Offaly County
5519,832GA00008,Clara Train Station,832,GPBS,ITM,625545.0,732247.0,-7.616422687999999,53.33984063,832GIR0088,Offaly County
5520,832GA00009,Clara Train Station,832,GPBS,ITM,625538.0,732235.0,-7.616528763,53.33973313,832GIR0088,Offaly County
5529,833G000009,Outside Train Station,833,GPBS,ITM,604298.0,741819.0,-7.935331327999999,53.42646189999999,833G000117,Westmeath County
5604,833G000091,Outside Train Station,833,GPBS,ITM,643347.0,752757.0,-7.346305504,53.52298939,833GIR0108,Westmeath County
5702,833GIR0107,Athlone Train Station,833,GRLS,ITM,604267.0,741878.0,-7.935796962,53.42699237,,Westmeath County
5703,833GA00001,Athlone Train Station,833,GPBS,ITM,604296.0,741847.0,-7.935361039,53.42671355,833GIR0107,Westmeath County
5704,833GA00002,Athlone Train Station,833,GPBS,ITM,604255.0,741878.0,-7.935977519,53.42699247,833GIR0107,Westmeath County
5705,833GA00003,Athlone Train Station,833,GPBS,ITM,604267.0,741858.0,-7.935797233,53.42681264,833GIR0107,Westmeath County
5706,833GA00004,Athlone Train Station,833,GPBS,ITM,604309.0,741847.0,-7.935165437,53.42671344,833GIR0107,Westmeath County
5707,833GA00005,Athlone Train Station,833,GPBS,ITM,604296.0,741848.0,-7.935361025,53.42672253,833GIR0107,Westmeath County
5708,833GA00006,Athlone Train Station,833,GPBS,ITM,604266.0,741882.0,-7.935811954,53.42702833,833GIR0107,Westmeath County
5709,833GA00007,Athlone Train Station,833,GPBS,ITM,604272.0,741892.0,-7.93572154,53.42711815,833GIR0107,Westmeath County
5710,833GA00008,Athlone Train Station,833,GPBS,ITM,604277.0,741897.0,-7.93564624,53.42716304,833GIR0107,Westmeath County
5711,833GIR0108,Mullingar Train Station,833,GRLS,ITM,643386.0,752708.0,-7.345724191,53.52254585,,Westmeath County
5712,833GA00009,Mullingar Train Station,833,GPBS,ITM,643362.0,752743.0,-7.34608125,53.52286235,833GIR0108,Westmeath County
5713,833GA00010,Mullingar Train Station,833,GPBS,ITM,643385.0,752706.0,-7.345739547000001,53.52252796,833GIR0108,Westmeath County
5714,833GA00011,Mullingar Train Station,833,GPBS,ITM,643390.0,752728.0,-7.345661105,53.52272524,833GIR0108,Westmeath County
5715,833GA00012,Mullingar Train Station,833,GPBS,ITM,643371.0,752753.0,-7.345944151,53.52295146,833GIR0108,Westmeath County
5716,833GA00013,Mullingar Train Station,833,GPBS,ITM,643376.0,752762.0,-7.3458675079999995,53.52303193,833GIR0108,Westmeath County
5717,833GA00014,Mullingar Train Station,833,GPBS,ITM,643381.0,752770.0,-7.345791004,53.5231034,833GIR0108,Westmeath County
5718,834G000001,Bridgetown Train Station,834,GRLS,ITM,699132.0,609837.0,-6.548777637000001,52.23134266,,Wexford County
5719,834GA00024,Bridgetown Train Station,834,GPBS,ITM,699098.0,609816.0,-6.549281352,52.23116008,834G000001,Wexford County
5720,834GA00025,Bridgetown Train Station,834,GPBS,ITM,699143.0,609843.0,-6.548614902000001,52.2313946,834G000001,Wexford County
5902,834G000264,Bus Stop at Enniscorthy Train Station,834,GPBS,ITM,697368.0,640189.0,-6.565785325,52.50438866,834GIR0109,Wexford County
5934,834GIR0109,Enniscorthy Train Station,834,GRLS,ITM,697335.0,640190.0,-6.566270952000001,52.50440353,,Wexford County
5935,834GA00019,Enniscorthy Train Station,834,GPBS,ITM,697326.0,640176.0,-6.566407568,52.50427934,834GIR0109,Wexford County
5936,834GA00020,Enniscorthy Train Station,834,GPBS,ITM,697335.0,640190.0,-6.566270952000001,52.50440353,834GIR0109,Wexford County
5937,834GA00021,Enniscorthy Train Station,834,GPBS,ITM,697343.0,640223.0,-6.566143502999999,52.50469862,834GIR0109,Wexford County
5938,834GA00022,Enniscorthy Train Station,834,GPBS,ITM,697335.0,640229.0,-6.566259548,52.50475396,834GIR0109,Wexford County
5939,834GA00023,Enniscorthy Train Station,834,GPBS,ITM,697333.0,640213.0,-6.566293676,52.50461056,834GIR0109,Wexford County
5940,834GIR0110,Gorey Train Station,834,GRLS,ITM,715500.0,659151.0,-6.292211126000001,52.67120779,,Wexford County
5941,834GA00026,Gorey Train Station,834,GPBS,ITM,715503.0,659159.0,-6.292163986,52.67127902,834GIR0110,Wexford County
5942,834GA00027,Gorey Train Station,834,GPBS,ITM,715499.0,659151.0,-6.292225905,52.67120799999999,834GIR0110,Wexford County
5943,834GA00028,Gorey Train Station,834,GPBS,ITM,715511.0,659159.0,-6.292045755,52.67127732,834GIR0110,Wexford County
5944,834GA00029,Gorey Train Station,834,GPBS,ITM,715519.0,659153.0,-6.291929626,52.67122171,834GIR0110,Wexford County
5945,834GA00030,Gorey Train Station,834,GPBS,ITM,715506.0,659153.0,-6.292121752000001,52.67122448,834GIR0110,Wexford County
5946,834GIR0111,Rosslare Strand Train Station,834,GRLS,ITM,709768.0,614578.0,-6.391597047,52.27192426,,Wexford County
5947,834GA00014,Rosslare Strand Train Station,834,GPBS,ITM,709791.0,614563.0,-6.391265057999999,52.27178489,834GIR0111,Wexford County
5948,834GA00015,Rosslare Strand Train Station,834,GPBS,ITM,709768.0,614579.0,-6.391596722,52.27193324,834GIR0111,Wexford County
5949,834GA00016,Rosslare Strand Train Station,834,GPBS,ITM,709765.0,614563.0,-6.391645865,52.27179008,834GIR0111,Wexford County
5950,834GA00017,Rosslare Strand Train Station,834,GPBS,ITM,709772.0,614586.0,-6.391535858999999,52.27199534,834GIR0111,Wexford County
5951,834GA00018,Rosslare Strand Train Station,834,GPBS,ITM,709774.0,614569.0,-6.3915120960000005,52.2718422,834GIR0111,Wexford County
5952,834GA00031,Rosslare Strand Train Station,834,GPBS,ITM,709766.0,614552.0,-6.391634797,52.27169105,834GIR0111,Wexford County
5953,834GIR0112,Wexford Train Station,834,GRLS,ITM,704630.0,622412.0,-6.464418802000001,52.34331625,,Wexford County
5954,834GA00001,Wexford Train Station,834,GPBS,ITM,704626.0,622398.0,-6.464481843,52.34319121,834GIR0112,Wexford County
5955,834GA00002,Wexford Train Station,834,GPBS,ITM,704628.0,622405.0,-6.464450322999999,52.34325373,834GIR0112,Wexford County
5956,834GA00003,Wexford Train Station,834,GPBS,ITM,704604.0,622443.0,-6.464790588,52.34359974,834GIR0112,Wexford County
5957,834GIR0113,Rosslare Europort Train Station,834,GRLS,ITM,713494.0,612365.0,-6.337769234,52.2512848,,Wexford County
5958,834GA00011,Rosslare Europort Train Station,834,GPBS,ITM,713610.0,612313.0,-6.336088561,52.25079367,834GIR0113,Wexford County
5959,834GA00012,Rosslare Europort Train Station,834,GPBS,ITM,713501.0,612357.0,-6.3376694460000005,52.25121148,834GIR0113,Wexford County
5960,834GA00013,Rosslare Europort Train Station,834,GPBS,ITM,713491.0,612368.0,-6.337812144,52.25131238,834GIR0113,Wexford County
5961,834GIR0115,Campile Train Station,834,GRLS,ITM,672407.0,615417.0,-6.938730217000001,52.28565167,,Wexford County
5962,834GA00009,Campile Train Station,834,GPBS,ITM,672372.0,615394.0,-6.939248054,52.28544957,834GIR0115,Wexford County
5963,834GA00010,Campile Train Station,834,GPBS,ITM,672418.0,615426.0,-6.938567087000001,52.2857311,834GIR0115,Wexford County
5964,834GIR0116,Ballycullane Train Station,834,GRLS,ITM,679174.0,615265.0,-6.839603069,52.28335285,,Wexford County
5965,834GA00037,Ballycullane Train Station,834,GPBS,ITM,679139.0,615253.0,-6.8401187420000005,52.28325005,834GIR0116,Wexford County
5966,834GA00038,Ballycullane Train Station,834,GPBS,ITM,679186.0,615266.0,-6.8394269979999995,52.28336011,834GIR0116,Wexford County
5981,835G000013,Outside Train Station,835,GPBS,ITM,726848.0,718815.0,-6.101189376000001,53.20461416,835GIR0123,Wicklow County
6000,835G000033,Outside Train Station,835,GPBS,ITM,729710.0,712139.0,-6.061080528,53.14395997,835GIR0122,Wicklow County
6008,835G000041,Taxi Rank at Train Station,835,GPBS,ITM,726861.0,718764.0,-6.101015151,53.20415297,,Wicklow County
6135,835G000172,Outside Train Station,835,GPBS,ITM,730780.0,694794.0,-6.052140046,52.98790342,,Wicklow County
6298,835GIR0118,Arklow Train Station,835,GRLS,ITM,724102.0,673022.0,-6.1598493770000005,52.79391392,,Wicklow County
6299,835GA00006,Arklow Train Station,835,GPBS,ITM,724117.0,673038.0,-6.159621017999999,52.794054200000005,835GIR0118,Wicklow County
6300,835GA00007,Arklow Train Station,835,GPBS,ITM,724102.0,673028.0,-6.1598471020000005,52.79396782,835GIR0118,Wicklow County
6301,835GA00008,Arklow Train Station,835,GPBS,ITM,724099.0,673017.0,-6.159895731000001,52.79386969,835GIR0118,Wicklow County
6302,835GA00009,Arklow Train Station,835,GPBS,ITM,724109.0,673015.0,-6.159748296,52.79384943,835GIR0118,Wicklow County
6303,835GA00010,Arklow Train Station,835,GPBS,ITM,724104.0,673013.0,-6.159823151,52.79383261,835GIR0118,Wicklow County
6304,835GIR0119,Rathdrum Train Station,835,GRLS,ITM,719243.0,688070.0,-6.226353842000001,52.93019067,,Wicklow County
6305,835GA00017,Rathdrum Train Station,835,GPBS,ITM,719241.0,688090.0,-6.2263762289999995,52.93037078,835GIR0119,Wicklow County
6306,835GA00018,Rathdrum Train Station,835,GPBS,ITM,719238.0,688080.0,-6.226424501,52.93028162,835GIR0119,Wicklow County
6307,835GA00019,Rathdrum Train Station,835,GPBS,ITM,719256.0,688090.0,-6.2261532310000005,52.93036745,835GIR0119,Wicklow County
6308,835GA00021,Rathdrum Train Station,835,GPBS,ITM,719246.0,688090.0,-6.226301896,52.93036967,835GIR0119,Wicklow County
6309,835GA00020,Rathdrum Train Station,835,GPBS,ITM,719257.0,688080.0,-6.226142039,52.930277399999994,835GIR0119,Wicklow County
6310,835GIR0120,Wicklow Train Station,835,GRLS,ITM,730729.0,694808.0,-6.052893513,52.98804161,,Wicklow County
6311,835GA00001,Wicklow Train Station,835,GPBS,ITM,730730.0,694802.0,-6.052881052,52.98798747,835GIR0120,Wicklow County
6312,835GA00002,Wicklow Train Station,835,GPBS,ITM,730728.0,694808.0,-6.052908397,52.98804185,835GIR0120,Wicklow County
6313,835GA00003,Wicklow Train Station,835,GPBS,ITM,730727.0,694812.0,-6.0529216660000005,52.98807802,835GIR0120,Wicklow County
6314,835GA00004,Wicklow Train Station,835,GPBS,ITM,730729.0,694818.0,-6.052889472,52.98813143,835GIR0120,Wicklow County
6315,835GA00005,Wicklow Train Station,835,GPBS,ITM,730736.0,694810.0,-6.052788511,52.98805786,835GIR0120,Wicklow County
6316,835GIR0121,Kilcoole Train Station,835,GRLS,ITM,731164.0,707982.0,-6.041058901,53.10626605,,Wicklow County
6317,835GA00027,Kilcoole Train Station,835,GPBS,ITM,731164.0,707978.0,-6.041060534,53.10623012,835GIR0121,Wicklow County
6318,835GA00028,Kilcoole Train Station,835,GPBS,ITM,731162.0,708011.0,-6.041076912,53.10652702,835GIR0121,Wicklow County
6319,835GIR0122,Greystones Train Station,835,GRLS,ITM,729711.0,712150.0,-6.0610611379999995,53.14405853,,Wicklow County
6320,835GA00022,Greystones Train Station,835,GPBS,ITM,729690.0,712147.0,-6.061376066,53.14403669,835GIR0122,Wicklow County
6321,835GA00023,Greystones Train Station,835,GPBS,ITM,729714.0,712152.0,-6.061015512000001,53.14407576,835GIR0122,Wicklow County
6322,835GA00024,Greystones Train Station,835,GPBS,ITM,729715.0,712170.0,-6.060993289,53.1442372,835GIR0122,Wicklow County
6323,835GA00025,Greystones Train Station,835,GPBS,ITM,729725.0,712169.0,-6.060844305,53.14422578,835GIR0122,Wicklow County
