date_of_sale,address,county,price,vat_exclusive,town,area_code,quartile_bins,decile_bins
27/03/2013,"16 Adamstown Park, Adamstown Square, Adamstown",Dublin,105727.0,Yes,Adamstown,Co. Dublin,q1,10%
27/03/2013,"40 Stratton Grove, Adamstown Square, Adamstown",Dublin,105727.0,Yes,Adamstown,Co. Dublin,q1,10%
30/03/2013,"32 Castlegate Park, Adamstown Castle, Adamstown",Dublin,149780.0,Yes,Adamstown,Co. Dublin,q1,30%
05/04/2013,"2 Castlegate Grove, Adamstown Castle, Adamstown",Dublin,100000.0,No,Adamstown,Co. Dublin,q1,10%
09/04/2013,"75 Adamstown Way, Adamstown Square, Adamstown",Dublin,110100.0,Yes,Adamstown,Co. Dublin,q1,10%
15/04/2013,"41 The Paddocks View, Adamstown",Dublin,160000.0,Yes,Adamstown,Co. Dublin,q2,30%
17/04/2013,"75 Stratton Walk, Adamstown",Dublin,105727.0,Yes,Adamstown,Co. Dublin,q1,10%
29/04/2013,"32 Castlegate Copse, Adamstown Castle, Adamstown",Dublin,132158.0,Yes,Adamstown,Co. Dublin,q1,20%
30/04/2013,"146 Adamstown Avenue, Adamstown Square, Adamstown",Dublin,132100.0,Yes,Adamstown,Co. Dublin,q1,20%
08/05/2013,"5 Stratton Heath, Adamstown Square, Adamstown",Dublin,118942.73,Yes,Adamstown,Co. Dublin,q1,20%
17/05/2013,"Apartment 118, Castlegate Way, Adamstown",Dublin,133000.0,No,Adamstown,Co. Dublin,q1,20%
24/05/2013,"39 The Paddocks View, Adamstown",Dublin,138766.52,Yes,Adamstown,Co. Dublin,q1,20%
28/05/2013,"6 Stratton Walk, Adamstown Square, Adamstown",Dublin,132159.0,Yes,Adamstown,Co. Dublin,q1,20%
06/06/2013,"24 Castlegate, Adamstown",Dublin,140000.0,No,Adamstown,Co. Dublin,q1,20%
07/06/2013,"10 Adamstown Park, Adamstown Square, Adamstown",Dublin,105727.0,Yes,Adamstown,Co. Dublin,q1,10%
07/06/2013,"6 Castlegate Grange, Adamstown Castle, Adamstown",Dublin,158590.0,Yes,Adamstown,Co. Dublin,q1,30%
18/06/2013,"63 Stratton Walk, Adamstown Square, Adamstown",Dublin,105727.0,Yes,Adamstown,Co. Dublin,q1,10%
24/06/2013,"14 Adamstown Park, Adamstown",Dublin,150000.0,Yes,Adamstown,Co. Dublin,q1,30%
26/06/2013,"57 Stratton Walk, Adamstown Square, Adamstown",Dublin,136563.87,Yes,Adamstown,Co. Dublin,q1,20%
03/07/2013,"65 Stratton Walk, Adamstown Square, Adamstown",Dublin,98859.0,Yes,Adamstown,Co. Dublin,q1,10%
10/07/2013,"61 Stratton Walk, Adamstown Square, Adamstown",Dublin,111014.0,Yes,Adamstown,Co. Dublin,q1,20%
12/07/2013,"55 The Paddocks View, Adamstown, Co. Dublin",Dublin,164317.18,Yes,Adamstown,Co. Dublin,q2,30%
16/07/2013,"1 Stratton Walk, Adamstown, County Dublin",Dublin,110132.0,Yes,Adamstown,Co. Dublin,q1,10%
17/07/2013,"15 Adamstown Way, Adamstown Square, Adamstown",Dublin,114537.44,Yes,Adamstown,Co. Dublin,q1,20%
31/07/2013,"30 Adamstown Avenue, Adamstown Castle, Adamstown  County Dublin",Dublin,140500.0,No,Adamstown,Co. Dublin,q1,20%
29/08/2013,"53 Stratton Walk, Adamstown Square, Adamstown",Dublin,136563.87,Yes,Adamstown,Co. Dublin,q1,20%
10/09/2013,"51 Stratton Walk, Adamstown Square, Adamstown",Dublin,154185.0,Yes,Adamstown,Co. Dublin,q1,30%
16/09/2013,"142 Adamstown Avenue, Adamstown Square, Adamstown",Dublin,242500.0,Yes,Adamstown,Co. Dublin,q3,60%
17/09/2013,"140 Adamstown Avenue, Adamstown Square, Adamstown",Dublin,235000.0,Yes,Adamstown,Co. Dublin,q3,60%
19/09/2013,"144 Adamstown Avenue, Adamstown Square, Adamstown",Dublin,185022.0,Yes,Adamstown,Co. Dublin,q2,40%
19/09/2013,"60 Stratton Grove, Adamstown Square, Adamstown",Dublin,108125.0,Yes,Adamstown,Co. Dublin,q1,10%
18/10/2013,"51 Castlegate Way, Adamstown Castle, Adamstown",Dublin,132159.0,Yes,Adamstown,Co. Dublin,q1,20%
04/11/2013,"67 Adamstown Avenue, Adamstown Castle, Adamstown",Dublin,149780.0,Yes,Adamstown,Co. Dublin,q1,30%
08/11/2013,"66 Adamstown PK, Adamstown Square, Adamstown",Dublin,235000.0,Yes,Adamstown,Co. Dublin,q3,60%
08/11/2013,"95 Adamstown Avenue, Adamstown Castle, Adamstown",Dublin,132159.0,Yes,Adamstown,Co. Dublin,q1,20%
28/11/2013,"136 Adamstown Avenue, Adamstown Square, Adamstown",Dublin,215000.0,Yes,Adamstown,Co. Dublin,q2,50%
29/11/2013,"73  Adamstown Way, Adamstown Square, Adamstwon",Dublin,140000.0,Yes,Adamstown,Co. Dublin,q1,20%
03/12/2013,"134 Adamstown Avenue, Adamstown Square, Adamstown",Dublin,196035.0,Yes,Adamstown,Co. Dublin,q2,50%
12/12/2013,"138 Adamstown Avenue, Adamstown Square, Adamstown",Dublin,225000.0,Yes,Adamstown,Co. Dublin,q2,50%
